ID	RH_En_Col_0_DT_2	RH_En_Col_0_DT_3	RH_En_Col_0_DT_6	RH_En_gl2_DT_1	RH_En_gl2_DT_4	RH_En_gl2_DT_6	RH_En_rsl2rsl4_DT_1	RH_En_rsl2rsl4_DT_3	RH_En_rsl2rsl4_DT_5	RH_Rhi_Col_0_DT_2	RH_Rhi_Col_0_DT_3	RH_Rhi_Col_0_DT_6	RH_Rhi_gl2_DT_1	RH_Rhi_gl2_DT_4	RH_Rhi_gl2_DT_6	RH_Rhi_rsl2rsl4_DT_1	RH_Rhi_rsl2rsl4_DT_3	RH_Rhi_rsl2rsl4_DT_5
K03699	227.937136	219.456122	220.063307	218.042571	244.091503	277.886763	216.383945	237.301922	216.088073	181.080999	162.494801	191.766653	165.093871	174.916457	177.505849	171.340952	165.403295	158.591224
K03700	0	0	0	0.072098	0	0.135379	0.102158	0.221094	0.125853	0.096997	0.127193	0.14288	0.066005	0.139771	0.106518	0.260251	0.385204	0.232839
K03701	715.135251	671.489327	742.811636	733.869092	758.439934	725.14667	731.817061	681.197689	680.416037	591.251908	631.286723	656.823758	600.869234	610.280364	625.935459	630.176171	601.476363	626.436739
K03702	357.098064	332.260904	354.608389	336.778075	361.565421	330.816802	352.710575	332.24517	295.31489	357.208852	371.666585	377.507517	387.995803	347.440657	389.250064	376.071429	343.654798	371.407586
K03703	279.16232	311.475007	294.158224	299.194191	291.915142	271.948701	254.576133	253.14468	264.023528	319.108645	335.518016	332.820844	323.950833	299.236689	313.457517	318.948701	290.466589	299.842274
K03704	557.164973	570.029434	513.088289	556.822038	549.272084	549.065759	556.796664	507.619306	585.341548	784.108487	768.381684	693.699084	825.252594	831.372903	724.064238	797.400709	772.160399	790.174838
K03705	128.593685	178.670046	162.668205	144.308551	161.167074	165.163297	159.979637	190.094459	172.59331	165.151783	167.280203	192.401969	175.898549	161.539183	170.413866	174.445103	157.236071	155.940487
K03706	0	0	0	0	0	0	1.2149	0	0	0.518974	0.068837	0.069083	0	0.090016	0.203022	0.082741	0.151157	0
K03707	19.773859	28.90445	19.886741	30.417039	26.748679	17.644133	24.827765	36.97907	37.060844	54.234883	45.67293	44.623461	46.148979	41.511545	51.980852	52.830102	51.579933	42.478437
K03708	0	0.656587	0	0	0.108029	0	0	0.125844	2.13722	0.338514	0.154408	0	1.798483	0	0.046671	0.037951	0.138072	0.06792
K03709	40.188736	50.637297	39.72076	54.135723	56.846197	58.802703	44.634384	41.695953	25.806654	108.033696	113.226026	98.905591	121.996463	83.975974	112.633777	101.789641	94.623385	87.786146
K03710	347.009501	321.845629	307.945551	302.061881	331.455271	282.740864	252.531381	332.953971	304.428922	278.587605	302.119314	292.032579	302.491908	313.686041	272.332273	298.260512	207.911733	251.342355
K03711	188.495007	154.365355	158.128846	185.06404	173.083919	156.721318	169.981011	167.854023	202.750577	184.023311	191.410799	194.815132	206.208374	227.740658	166.251029	198.512828	140.826269	179.681815
K03712	1.463333	3.267086	2.645779	3.065561	1.212247	1.599329	2.606058	1.46809	1.585347	8.268524	10.441722	7.390768	14.947204	16.85244	10.700053	11.409036	4.348311	12.219772
K03713	0	0	0	0	0	0	0	0	0	0.15094	0	0	0	0	0	0	0.161051	0
K03715	3.688536	13.350555	3.262948	10.878156	4.490421	6.173609	7.974397	6.633311	7.516691	2.748335	3.182421	2.736429	3.963412	2.489796	3.533402	3.330977	3.175743	2.41529
K03716	0.132947	1.75346	0.366305	2.47549	0.367816	0.075444	2.292046	0.407963	1.379491	3.905653	4.780193	4.889272	5.093453	2.700393	7.511761	4.737738	4.547675	3.440456
K03717	57.060621	33.033376	55.581173	63.981988	86.651328	38.960241	57.595568	68.670549	53.512842	17.623584	19.325044	24.747211	20.4889	35.018179	20.37094	18.175806	18.35302	22.04486
K03718	40.44902	46.441793	42.514478	42.326146	56.093152	54.57951	33.174027	57.984571	48.690409	49.14812	56.038852	62.8204	57.619145	63.04986	56.80075	54.489095	47.408335	51.284687
K03719	481.13795	348.183894	475.012414	440.728402	494.855005	440.31185	263.386596	413.758697	432.035863	192.093695	225.015479	229.404964	247.711982	333.926368	196.876709	227.846787	139.387242	242.755189
K03720	0	0	0	0	0	0	0	0	0	0	0	0.214427	0.102909	0	0	0	0	0
K03721	7.739558	10.083734	2.85099	11.966652	8.546613	6.589481	13.577995	14.053657	16.192308	19.527274	24.184716	18.503653	26.596359	36.086468	22.403727	29.990308	18.117478	34.087555
K03722	150.965031	143.194224	166.094816	175.84853	173.437343	168.199918	159.349026	150.91553	139.708298	135.01547	153.272256	172.999437	150.838473	175.171396	137.136004	158.059157	116.469134	142.401473
K03723	441.034512	442.14814	427.412193	418.704077	410.025912	425.463202	401.547628	438.996653	411.100083	388.719481	420.664271	447.59732	426.015278	399.176734	415.875869	434.750323	346.555049	395.605277
K03724	322.176041	401.698644	330.686784	351.573378	344.565324	356.551505	406.343175	341.118525	384.458735	454.15711	461.24915	463.076809	474.229629	439.117111	480.740437	481.220039	438.778853	467.972954
K03726	2.392497	1.727919	4.585223	3.077368	2.788833	2.613957	5.091814	1.629817	3.179957	4.164979	2.875317	3.958193	3.896034	3.791064	4.344432	3.486365	9.088024	5.915081
K03727	27.866514	35.978843	31.564211	25.143949	28.875075	23.010344	30.439229	33.08763	32.264339	80.158838	87.381092	82.867054	81.922352	74.809061	79.726596	85.223332	72.784498	63.606248
K03731	0	0	0	0.056102	0.030661	0.027581	0.1038	0	0	0.558509	1.03605	0.615288	1.900143	0.73507	3.622028	1.583851	2.562085	2.872762
K03732	71.712233	88.229736	78.020873	72.417751	65.658396	73.565551	91.138516	86.66314	116.275724	49.153105	48.442486	60.814165	49.9491	58.963054	53.344188	58.26566	56.220688	67.795667
K03733	190.148938	206.709864	181.928372	165.550665	165.742964	180.553215	172.159833	172.766586	135.531676	224.714863	224.207469	214.704262	212.889875	205.731369	223.111868	216.992239	215.725307	219.253605
K03734	162.378028	130.738194	160.526599	147.567428	165.966434	145.664132	143.603914	110.203102	134.795981	75.510045	86.410891	93.170201	70.917556	97.193149	80.861278	70.349443	76.232973	83.522065
K03735	113.221619	98.040861	84.074693	88.96842	95.458424	87.636779	62.280338	99.821334	94.634961	51.225442	47.468074	57.927033	39.03136	64.735449	47.61841	49.237769	54.269193	55.858489
K03736	55.074739	34.622014	36.335467	46.761174	47.925481	52.437432	31.750884	51.919266	30.14791	24.376206	22.157927	30.854722	23.66383	45.267375	23.25577	20.002347	19.927203	26.281151
K03737	24.688495	50.184613	20.589988	42.581641	21.508439	24.375659	55.096127	31.343548	67.379126	84.659997	61.632331	74.210315	55.601662	72.347205	87.792713	68.318091	132.457667	103.660539
K03738	12.390457	26.62803	15.179408	37.335942	15.638611	21.858868	38.86412	18.476797	14.41977	85.416434	77.903887	75.681852	72.597354	65.325417	92.512708	72.934082	116.509351	85.984226
K03739	4.58951	10.374625	2.069033	6.860761	5.036118	3.799398	8.09939	6.523152	7.115385	22.500411	21.039175	21.08808	25.119985	15.547359	22.857843	22.397853	13.623249	17.654034
K03740	0.095003	1.982724	0	0.028865	1.687473	0.371154	0.425796	1.829432	0.716057	1.749005	2.048194	1.577932	1.418241	1.645157	1.242652	1.463561	2.238401	1.697636
K03741	125.174808	201.963695	171.321454	159.342433	162.060115	147.659604	145.368035	162.108213	192.530151	202.179829	226.104087	187.918913	196.282748	206.81469	212.998675	204.150052	202.696815	186.461818
K03742	55.402645	64.446313	59.824858	54.504532	61.404236	76.739035	78.951872	38.333894	48.815319	120.825795	119.013137	103.48422	129.5781	97.73596	125.213806	120.118312	107.582138	112.871129
K03743	136.813669	124.868226	121.641272	120.088337	122.679964	125.815309	110.00737	106.288348	82.342681	144.036876	143.363697	144.325127	148.745113	144.712277	152.69177	145.884027	115.019444	132.367315
K03744	261.801634	215.962824	210.398669	253.047178	230.001008	191.404133	193.508416	217.003776	227.865089	153.700871	150.906532	197.295127	166.873817	198.092877	166.457214	183.013077	172.465899	167.115949
K03745	78.776863	61.183813	57.020203	71.429396	80.766249	71.685901	51.480496	70.092588	58.051755	17.713001	29.258047	22.517914	31.583924	65.550707	15.702507	30.977146	13.031306	27.695625
K03746	129.64111	87.178619	125.717387	128.660312	133.640099	94.638546	68.950407	94.786361	111.396792	32.607501	26.794356	41.873131	37.160461	60.328642	36.688646	35.351494	48.574287	45.871597
K03747	59.824247	32.114669	42.813682	47.949175	56.847897	31.783975	40.766604	76.695955	37.454816	12.520182	16.382943	20.682735	20.152534	19.560524	11.506652	12.266886	14.597742	15.082145
K03748	12.001787	20.681474	28.236691	14.957775	16.202512	26.39547	14.575145	13.144529	8.187191	3.693058	3.942659	3.820516	3.959975	3.784474	3.551145	5.706301	2.305025	3.14045
K03749	44.615288	32.375313	38.37701	46.912803	45.119512	33.313416	20.031195	21.095188	38.396326	12.042989	18.896133	18.045857	14.446984	29.051089	14.858883	14.281554	14.747464	18.905562
K03750	251.828845	296.314132	257.570453	315.739041	262.070834	302.888997	269.919158	290.987012	291.439484	300.885267	312.146705	328.693034	307.492269	311.524904	332.631917	304.594922	300.584121	309.398202
K03752	55.480607	76.210898	74.275051	83.410223	90.65582	95.310496	67.190131	72.012322	89.433322	102.252845	98.993166	91.069909	99.747234	133.342264	105.80856	106.75433	92.786475	121.924004
K03753	40.395248	38.602665	43.948059	42.114843	42.403681	37.277102	42.877795	50.235817	38.299999	26.102259	23.876509	31.70463	22.600088	33.130433	26.924693	30.906048	28.921849	34.863618
K03754	0	0	0	0.660777	0.289945	0	0	0	0	0.146103	0.073518	0.181802	0.12891	0.228865	0.103047	0.652824	0.033741	0.046889
K03755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293488
K03756	12.736811	13.703021	30.516004	14.620054	8.421241	13.215357	10.674646	31.279322	21.586685	12.409273	12.157825	16.222407	15.519861	20.933363	17.312146	13.177236	18.811804	27.152946
K03757	7.014253	5.832057	3.313327	4.238569	4.514349	10.476987	4.205053	3.800862	2.003377	7.181072	12.442732	8.829814	17.331936	35.607701	11.927591	10.729775	8.5594	25.453538
K03758	27.256069	29.256678	17.298743	20.108662	21.826198	29.778034	24.552747	34.918357	40.508027	43.183151	40.30945	38.367656	45.044056	59.16604	39.939492	48.113288	42.48145	55.919206
K03759	36.969509	28.528214	37.127166	34.85069	39.115457	48.069741	36.426743	66.263653	53.923888	30.411873	34.26654	48.183486	31.092749	41.565899	39.131151	38.873918	45.781524	43.177464
K03760	73.957124	46.224439	80.188139	49.853019	73.515322	63.705479	43.596741	74.698078	45.676887	27.103715	40.940555	32.093883	42.327669	45.646534	26.298571	28.787677	19.556775	32.278891
K03761	77.746438	70.484792	73.792676	59.144287	67.048213	89.045306	47.839296	73.353277	74.038737	48.53731	50.147475	55.84978	50.849872	93.504175	43.645957	54.652878	39.473403	55.908711
K03762	32.892056	56.436301	36.561695	44.431754	39.146018	47.101011	53.399188	37.788885	54.632412	87.505387	95.487977	87.320122	98.410652	125.532003	98.643469	94.081603	75.125868	91.314636
K03763	1.39966	3.248727	7.623114	6.517962	3.647814	2.646395	5.17667	0.689433	1.750752	6.012674	6.576386	5.533305	6.945689	10.5204	7.442775	8.906734	5.493692	4.707464
K03764	0.226789	1.952504	1.570026	2.984703	0.30391	1.199842	0.065732	0.888054	1.557601	0.066181	0.668976	1.158418	0.597991	0.440212	0.6341	0.72124	0.410145	0.166265
K03765	4.119318	3.875884	4.52895	4.149376	3.275677	5.477417	2.815225	2.022659	2.251446	2.316123	2.384964	2.944277	1.547374	2.572469	3.009438	1.756343	4.944586	3.302608
K03767	169.401662	152.379045	166.76967	150.973087	153.215352	166.646578	150.047539	131.196435	131.534196	125.242239	120.663329	127.627319	122.684012	132.921754	119.597406	126.5235	129.833184	117.905213
K03768	225.385969	198.172137	241.765803	208.297814	221.483029	201.716708	229.387358	197.013205	213.98209	188.274996	181.033848	208.388064	199.797254	198.043752	195.871289	198.64697	188.367946	203.91877
K03769	178.376196	125.730809	127.288526	138.928931	146.205705	147.405332	125.34304	173.033797	159.349629	87.359844	88.156957	96.902463	86.547407	114.320013	92.396866	94.811298	88.019099	114.763317
K03770	198.243577	205.153776	204.621563	204.423248	199.136083	195.100319	175.059524	206.455538	189.593069	100.136235	106.870036	120.485309	90.047951	123.621881	115.883736	111.027184	129.168182	114.017658
K03771	187.304867	163.486629	179.488034	156.600226	186.625749	182.970233	155.408249	172.763148	150.351902	84.955672	89.292143	101.87374	83.532087	105.503133	87.616713	93.217978	99.785521	95.780946
K03772	230.525591	196.293318	194.604546	203.343355	194.98193	202.925083	164.698405	151.783845	155.783075	91.433736	93.517924	105.092114	92.447727	114.506969	86.588837	91.180853	84.735284	88.063285
K03773	66.096871	53.922637	63.45121	73.707155	67.313622	69.235493	45.961261	34.094303	47.083705	34.490765	39.064942	40.142725	44.107905	77.39409	40.266305	37.063978	35.154529	56.874243
K03774	39.440201	19.422288	35.67555	33.56427	48.001995	31.32078	19.972696	29.878282	33.302535	9.129471	11.000958	11.25836	11.76063	25.181951	9.936375	11.291111	6.221181	22.671558
K03775	80.75173	47.37624	94.384798	59.275867	84.864901	67.702082	71.236513	63.076011	69.480275	29.046565	34.543166	32.186576	27.573427	52.36986	32.087051	32.40336	28.95627	44.821098
K03776	480.794337	314.590086	551.269309	441.196476	554.100824	409.829848	200.275537	292.21498	351.36953	69.867684	90.440419	100.491588	93.663436	167.111993	69.157646	77.455153	38.470308	80.260592
K03777	119.803201	92.748304	135.481685	127.697816	156.853627	122.107733	72.656133	81.652588	103.334236	39.159171	44.631425	69.673361	46.890898	67.248648	43.494852	37.878299	28.430719	36.499776
K03778	45.671296	35.584277	20.467677	37.657652	42.544642	31.152742	37.98704	28.425249	45.640586	32.594518	34.640067	42.26296	38.018488	40.538781	40.702395	39.294044	41.401067	44.721742
K03779	3.316435	13.778778	4.266174	10.736013	5.58935	3.931794	13.859367	17.304949	13.19987	27.072161	19.477636	19.626547	20.271554	24.463597	35.740117	23.881613	29.849548	24.844646
K03780	26.07093	50.903792	26.03965	49.198495	21.634236	26.237833	39.843935	32.3846	24.331127	69.348594	61.434147	70.908219	71.941239	67.85601	70.138719	67.780091	57.496526	60.265069
K03781	175.434366	145.438236	168.496974	186.08682	188.257116	155.432881	164.848086	138.649284	147.102957	142.588347	132.765698	145.157977	159.995057	172.647237	144.911597	147.85605	118.015206	137.523971
K03782	193.987492	216.669699	211.289472	214.498402	218.331113	208.729862	217.384403	184.667486	261.870935	170.059517	144.368801	168.599836	141.28748	175.557676	158.584963	153.687577	161.504473	170.402311
K03783	93.223508	75.13136	85.351141	66.819396	82.436177	67.743893	66.535868	71.926224	53.591107	78.377158	68.249069	73.312589	73.644008	63.680407	70.452617	73.910592	58.740372	53.585898
K03784	9.654293	16.904229	15.153019	29.193495	17.123148	23.05914	17.446481	9.403513	7.433466	48.784642	53.945229	46.384922	59.551443	44.282526	57.330992	48.278249	36.063933	40.116231
K03785	4.241457	12.625012	5.30146	4.77631	4.91517	1.933418	7.522292	3.189239	1.780867	5.061496	6.480898	6.955578	5.998271	3.620151	7.668235	3.917658	12.707536	7.027821
K03786	177.367645	139.995284	164.342477	162.799487	173.795604	146.051838	145.027686	148.395719	128.811989	148.054376	160.172256	161.056372	149.605561	301.454227	145.206819	149.672748	144.439248	173.450495
K03787	125.177393	129.612403	127.10166	141.909722	124.746753	123.367896	135.643771	138.09079	121.709959	104.186322	113.983644	119.413966	107.865852	127.960206	120.604889	108.262458	107.586485	112.515232
K03788	0.054019	0	0.96223	0.098042	0	0.646856	0.524452	0	0.08445	0.434419	0.243188	0.921843	0.463048	1.296035	1.873013	0.775026	0.241488	6.860869
K03789	130.509204	133.822817	122.522512	155.256286	133.601942	136.688169	129.108502	139.936739	114.195479	150.893168	158.569069	162.492481	175.182104	170.743718	149.882645	158.668718	135.412772	149.471716
K03790	212.418763	193.418268	182.299739	174.081326	226.388781	199.748561	145.651133	172.570687	187.595128	193.286153	193.19435	196.630469	213.916729	194.439021	185.580337	184.78129	170.109472	189.758903
K03791	35.394105	30.565415	37.791757	29.41415	41.412373	34.261763	27.313399	28.298725	34.763495	22.615426	22.542978	23.03969	23.919589	51.682263	24.372146	26.423417	25.662223	30.186843
K03793	17.905312	32.597219	18.5907	30.984134	24.337276	31.016468	40.259238	21.737006	21.173351	42.593468	42.976652	41.796178	54.906982	46.649221	46.07189	46.899122	43.643503	44.201524
K03794	0.700042	2.253538	0	0.453724	1.896464	0.067121	4.212821	0	1.06358	1.775433	2.171949	1.504157	0.927531	0.986458	1.203556	2.302587	3.089373	1.988439
K03795	54.500031	38.996793	37.789031	55.447089	69.024363	48.06212	35.664994	37.776269	64.364396	43.46037	44.546393	36.393645	46.611821	47.314846	36.14669	38.13012	29.794337	36.549802
K03796	2.277437	4.397146	4.190859	1.448702	2.371186	1.204076	2.986981	3.222393	0.531789	1.111337	1.079123	1.851468	1.308978	2.47898	1.27901	1.851691	1.700938	1.432439
K03797	418.552159	421.168831	428.237114	384.543333	427.557758	461.361941	393.168428	382.007923	383.498491	287.914856	287.09973	317.084076	284.386431	325.430171	304.214851	318.472076	338.27464	339.908611
K03798	412.624002	459.828312	411.566931	432.011423	412.713889	436.692813	455.910352	379.807735	451.78854	621.155512	623.795812	592.25873	613.18472	515.749221	632.750432	615.686913	548.901613	611.028513
K03799	147.097763	163.612723	169.401118	162.087823	154.524445	146.1138	187.358515	166.412788	168.312049	249.397663	224.769092	247.608484	264.394784	214.17028	245.984074	258.542347	220.141253	212.670102
K03800	9.049375	14.639352	15.391569	12.64442	9.228313	14.075788	12.99538	18.564196	15.957097	23.020739	20.724831	19.962256	23.031358	17.098111	26.352027	26.280513	24.370021	21.229474
K03801	134.245802	120.324773	110.063465	128.118628	147.708096	113.026556	130.461039	137.734119	140.592291	128.707904	134.824885	134.468523	149.520618	148.688934	129.120327	146.881649	119.284033	133.574102
K03802	194.696948	127.908997	179.259943	173.316452	187.846619	168.506749	125.474179	113.917655	139.803269	111.256183	118.227172	122.470041	113.965889	113.513931	98.826807	117.592805	76.888211	94.105926
K03803	0	0	0	0	0	0	0	0	0	0	0	0	0.10625	0	2.75567	0	0	0
K03804	0.767044	6.319229	0.833562	1.154612	0.787271	2.545245	5.517312	1.908177	2.618189	0.065822	0.199286	0.272523	0.076113	0.192691	0.028768	0.468391	0	0.394474
K03805	12.554654	7.037788	9.734916	8.720468	7.329459	7.499191	3.828878	3.579426	5.491138	5.288734	5.409028	6.903783	6.601384	15.837259	2.093399	5.29785	3.936834	5.290319
K03806	55.402909	50.931004	75.233958	63.626324	61.933274	52.563893	54.409961	57.566762	50.377467	43.135703	34.723836	47.03208	40.127144	68.055698	40.915543	48.045347	38.067794	52.091856
K03807	5.693898	4.312694	5.162975	8.905046	7.331501	4.09247	5.695416	2.610151	11.292178	6.325365	8.564486	7.439303	11.524976	18.311879	6.365397	7.80827	4.368822	9.962141
K03808	38.945217	30.829002	57.652277	58.013433	44.377216	42.14382	38.15797	47.098897	23.275017	35.446953	39.089525	37.759083	43.639751	72.609186	31.521161	39.714854	42.344162	53.83623
K03809	102.083548	101.675598	90.4265	135.266422	102.022386	90.50244	110.989737	102.778896	116.96183	67.38004	79.296643	89.174738	76.958292	107.618485	69.692778	79.959296	71.083915	96.915329
K03810	2.15739	12.529126	9.275872	3.536169	7.730652	6.430224	11.74128	4.489547	3.091717	9.786738	10.363358	9.494317	7.50019	15.638275	10.048177	6.54602	10.581118	5.758691
K03811	56.11433	36.527136	58.724849	46.010999	67.958265	57.595503	49.346155	59.574306	53.289818	19.418423	24.267289	27.015538	27.839593	35.41151	29.443538	19.815195	11.366354	28.061661
K03812	2.278485	0	0.353006	0	0.587871	1.548833	0.348026	2.80854	0	6.808501	3.796812	5.834713	12.729282	18.017008	12.252346	8.473215	5.56753	22.617471
K03813	21.362149	19.766067	17.506032	24.476985	14.329858	27.252772	20.517559	21.438061	26.596258	24.793994	22.640995	25.157771	21.472816	23.771138	28.416583	21.437554	27.569829	25.149876
K03814	110.083539	83.23656	131.450543	101.098406	109.329698	101.778228	96.696556	92.968788	106.069376	55.327234	59.795864	73.879371	62.664047	81.424528	66.238883	71.09927	62.340628	83.166971
K03815	30.77878	13.804183	18.318572	15.920522	29.553752	19.317622	13.727319	13.617539	16.708158	9.036457	11.849259	8.560827	9.908723	11.006714	9.970973	9.014583	7.123596	12.058409
K03816	2.22608	2.635614	1.318854	4.0986	1.941787	1.090122	1.810286	0.73188	2.355726	7.299338	15.029333	5.349481	17.620962	22.776106	9.619561	13.496226	8.610596	16.201632
K03817	19.781958	15.633896	16.124781	14.45792	20.355228	22.335975	15.446086	11.217701	20.311187	21.853714	28.366575	16.212329	39.741003	29.436386	20.373666	22.477618	20.941608	16.858279
K03818	35.020003	21.860304	15.378572	10.672847	14.618843	20.45759	9.431148	13.993284	12.341783	8.798025	7.476317	8.169227	8.525451	11.047508	8.078528	9.814479	8.610878	9.224219
K03819	2.380009	6.298744	1.813025	4.389451	6.900305	2.236093	0.750904	2.51217	2.495646	1.95738	1.532403	1.371689	2.503331	4.323106	0.43812	2.166749	1.500448	0.283153
K03820	167.859467	223.827164	219.001713	171.202125	187.21329	168.538967	171.991794	180.530486	176.263573	167.35327	162.424771	178.205628	150.038662	177.034432	171.434679	176.305465	166.297063	160.232185
K03821	242.258832	271.452585	235.620597	256.740521	232.546064	227.160014	233.631369	286.012493	298.269812	278.731768	285.557048	301.221058	289.473798	304.305697	291.673421	307.178298	249.673223	291.607866
K03822	2.886762	10.161541	8.992818	7.559147	6.084574	5.39928	5.456633	3.355987	4.889934	6.908292	7.708615	13.465726	7.70918	8.569058	8.372556	8.581977	6.849005	8.658872
K03823	215.84764	168.297848	181.003998	193.275577	220.746437	177.384075	216.139938	398.270428	333.394059	160.416335	169.741084	173.238068	180.202532	169.043734	159.270638	170.209342	126.505743	152.937781
K03824	25.930179	25.939466	20.266467	31.772579	27.364576	30.564454	28.633473	34.766728	38.13677	36.206759	35.639	44.912682	36.72565	45.125152	35.607225	40.81327	42.695704	35.022552
K03825	74.075447	34.376376	50.418014	38.081224	65.065356	35.555784	44.003672	45.985264	26.659263	35.767415	44.326637	41.955515	42.338044	40.278682	37.318314	39.392466	31.81143	34.728676
K03826	2.594032	3.651663	1.244629	2.058845	1.729763	4.855757	3.600392	3.68215	19.395558	7.529916	3.730743	3.445481	3.955343	5.354246	8.047432	4.125001	5.855744	10.108986
K03827	23.110721	16.6197	22.026852	24.813326	22.483754	18.329566	25.158951	26.268421	26.187319	34.022874	37.534688	36.273898	37.384452	49.195888	34.697322	37.220589	29.727873	42.42268
K03828	25.467449	12.764235	21.719695	14.449928	21.541232	15.082349	16.098555	31.554958	11.632807	8.159991	9.045944	11.426613	9.403204	11.887936	10.39475	10.883206	7.184454	9.215457
K03829	93.237866	61.383737	93.371357	75.214631	90.009457	67.877053	51.894699	67.427187	53.44831	41.056511	32.717656	41.376973	36.313876	47.062139	39.259314	38.865149	35.673442	30.688852
K03830	35.342421	30.493127	39.409071	29.78769	28.553773	28.639687	34.771995	46.24514	39.658113	22.006062	22.254002	19.478344	16.629678	22.626972	20.26216	22.025277	19.71613	24.288346
K03831	59.331261	25.848209	44.285173	43.203692	60.102902	51.729301	27.173903	37.639698	37.440413	17.779161	17.470722	24.471028	16.026544	19.62975	18.099886	23.567526	13.649103	15.731918
K03832	448.829182	406.942186	534.742631	442.047733	503.871292	447.697922	418.840615	345.870644	415.474138	159.066481	197.191359	202.954433	169.784054	273.463583	191.741981	184.652887	225.300806	229.766409
K03833	23.349492	43.880537	28.933482	40.435524	41.221241	24.394679	55.273714	25.905699	45.754005	92.909651	108.445856	87.18129	111.439533	86.867424	102.340473	102.184429	101.664331	97.358217
K03834	0.54631	3.180694	1.126658	0	4.249191	0.114712	5.476006	0.673585	0	1.972299	1.681843	1.701376	1.32577	0.842286	2.565675	0.672245	0.670114	0.632462
K03835	0.54631	0.262088	0	0	0	0	0	0	0	1.177493	0.557408	0.098568	0.576452	0.481171	0.091109	0.318478	0.407413	0.179421
K03837	1.627653	1.391012	1.218815	2.410883	1.133489	1.05386	1.102136	3.527859	0.754455	3.773	6.197822	3.504907	8.633803	11.217277	3.276011	6.967042	3.898096	6.133221
K03839	0	0	0	0	0	2.43546	0.087592	0	0	0.32474	0.226128	0.042199	0.264413	0	0.263032	0.115449	0.453166	0.170276
K03840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03841	105.669492	91.918317	98.004782	102.890846	118.38885	115.239563	70.954324	80.309083	100.558948	44.601911	50.954036	61.801923	53.957017	64.249381	45.50345	55.227615	46.310132	53.761719
K03842	0.296421	0.070946	0.240412	0.252269	0.060993	0.336081	0.411551	1.497509	0.124296	3.429947	1.727739	1.533159	0.534298	4.897337	1.564055	1.077396	2.494877	1.631135
K03843	0.298573	0.337891	0.96223	1.5251	0.175123	1.224264	0.5551	0.129403	0.067235	1.008997	0.385077	1.236121	0.545674	0.303163	0.970802	0.305647	3.645715	0.501942
K03844	0.145926	0	0.80663	0	0.227692	0	0.646077	0	0	0.187332	0.343886	0.193921	0.298984	0.39992	0.247776	0.025849	0.308905	0.22954
K03845	0	0	0	0.144689	0	0	0	0	0	0.018554	0.009268	0	0	0	0	0.156556	0	0
K03846	0	0	0.539177	3.35285	0.61893	0	2.50753	0	0.492097	0.448153	0	0.04631	0.029338	0	0.152679	0.143186	0.05118	0
K03847	0	0	0	0	4.297929	0	0	1.32166	0.369839	1.25609	0	1.40889	0	0	0	0	0	0
K03848	0	0	0	0	0	0	0.049261	0	0	0	0	0.030372	0	0	0	0.100355	0.033741	0
K03849	0	0	0.329518	1.4111	0	0	1.017241	0	0.279673	0.036094	0	0.049014	0	0.040641	0	0.346911	0	0.476573
K03850	0	0	0	0.060358	0	0	0	0	0	0	0	1.013711	0	0.006849	0	0.126599	0	0
K03851	11.059328	5.027824	4.687066	7.758998	8.682826	9.059032	5.686349	11.693295	7.718773	8.979465	10.673386	12.175917	10.30814	8.311575	8.372746	10.307502	9.609898	9.541189
K03852	15.818856	25.655443	19.858919	23.849337	25.685902	19.411302	45.448695	36.674171	33.794927	51.121091	38.531761	46.081248	32.99101	51.651649	41.904241	44.557847	57.637591	57.502969
K03853	0	0	0	0	0.532861	0	0	0	0	0	0	0	0	0.044764	0	0	0	0
K03854	0	0	0	0	0	0	0	0	0	0.029925	0	0.050246	0.065356	0.338273	0	0.03078	0.077644	0
K03855	6.173273	0	4.082401	1.242952	0.208474	2.574948	0	4.547331	2.914141	0.800788	1.766706	2.015724	1.169264	1.779893	0.997436	2.368828	1.01826	2.207132
K03856	40.665014	69.146451	23.644754	53.701551	29.088508	51.062715	70.494466	45.605978	72.29576	129.289261	109.056186	105.822014	116.950596	83.183514	134.441451	116.632023	121.874797	111.48439
K03857	0.729909	0.97459	1.952687	0.150755	0.219825	0.209023	0.883619	0.245143	0.071824	1.330363	1.293429	1.093425	0.828608	0.388651	1.176433	1.375147	1.300666	1.171993
K03859	0	0	1.27692	0.236923	0	0	0	0	0	0.05293	0	0.157065	0	0	0.046671	0.183861	0	0.06202
K03860	0	1.6854	0	0	0	0	0.252676	0	0.47254	0.078353	0	0	0.034737	0.34277	0.069952	0.49648	0	0
K03862	22.038039	17.88338	29.331713	27.552447	24.143154	28.305408	13.994015	19.398988	18.692632	10.161709	9.275982	9.824787	12.281582	12.475468	8.570976	9.14369	9.704689	9.747173
K03863	37.02663	32.684944	37.165917	25.922384	44.310282	33.956532	27.985029	27.879018	43.640912	11.763657	13.458777	16.647259	12.701049	37.718107	10.201141	11.300314	12.99009	7.503244
K03867	1.1471	0.131655	0.147143	0.232709	0.536569	2.022747	0.05999	0	0	0.943998	1.594056	0.384159	0.790668	0.768331	0.772889	0.778738	1.016357	0.311257
