ASVID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV4914	Bacteria	Acidobacteriota	Thermoanaerobaculales	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Unclassified
ASV4917	Bacteria	Gemmatimonadota	Longimicrobiales	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	uncultured_Gemmatimonadetes
ASV4924	Bacteria	Proteobacteria	Steroidobacterales	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Steroidobacter_agariperforans
ASV4927	Bacteria	Patescibacteria	Saccharimonadales	Saccharimonadales	Saccharimonadaceae	TM7a	Candidatus_Saccharibacteria
ASV4928	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV4931	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
ASV4934	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	Ktedonobacteraceae	G12-WMSP1	uncultured_Chloroflexi
ASV4935	Bacteria	Proteobacteria	Elsterales	Elsterales	o_Elsterales|f_Unclassified	o_Elsterales|f_|g_Unclassified	Unclassified
ASV4936	Bacteria	Myxococcota	c_Polyangia|o_Unclassified	c_Polyangia|o_Unclassified	c_Polyangia|o_|f_Unclassified	c_Polyangia|o_|f_|g_Unclassified	Unclassified
ASV4937	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	Unclassified
ASV4938	Bacteria	Myxococcota	Polyangiales	Polyangiales	Polyangiaceae	Pajaroellobacter	Unclassified
ASV4939	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Iamiaceae	Iamia	uncultured_Actinomycetales
ASV4940	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV4941	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
ASV4943	Bacteria	Planctomycetota	Isosphaerales	Isosphaerales	Isosphaeraceae	f_Isosphaeraceae|g_Unclassified	Unclassified
ASV4945	Bacteria	Acidobacteriota	Blastocatellales	Blastocatellales	Blastocatellaceae	f_Blastocatellaceae|g_Unclassified	Unclassified
ASV4946	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	WX65	WX65	Unclassified
ASV4947	Bacteria	Acidobacteriota	Bryobacterales	Bryobacterales	Bryobacteraceae	Bryobacter	Unclassified
ASV4948	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_organism
ASV4949	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV4950	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Chloroflexaceae	Chloroflexus	Unclassified
ASV4951	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Roseiflexaceae	f_Roseiflexaceae|g_uncultured	uncultured_Chloroflexaceae
ASV4954	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV4956	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	Unclassified
ASV4957	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	MND1	uncultured_Methylococcales
ASV4962	Bacteria	Proteobacteria	Diplorickettsiales	Diplorickettsiales	Diplorickettsiaceae	f_Diplorickettsiaceae|g_uncultured	unidentified
ASV4965	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_Unclassified	o_Vicinamibacterales|f_|g_Unclassified	Unclassified
ASV4971	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV4972	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV4980	Bacteria	Verrucomicrobiota	Chlamydiales	Chlamydiales	cvE6	cvE6	metagenome
ASV4981	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unclassified
ASV4984	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Nocardiaceae	Gordonia	Unclassified
ASV4985	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	env.OPS_17	env.OPS_17	uncultured_Alistipes
ASV4991	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Chitinophaga	uncultured_Flavisolibacter
ASV4993	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	[Polyangium]_brachysporum_group	Unclassified
ASV4994	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	uncultured_bacterium
ASV4997	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	Iamia_sp.
ASV4998	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV4999	Bacteria	Chloroflexi	SBR1031	SBR1031	SBR1031	SBR1031	uncultured_Gemmatimonadetes
ASV5001	Bacteria	Acidobacteriota	Subgroup_2	Subgroup_2	Subgroup_2	Subgroup_2	bacterium_Ellin7509
ASV5002	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
ASV5007	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV5010	Bacteria	Chloroflexi	AD3	AD3	AD3	AD3	uncultured_organism
ASV5012	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV5013	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	Unclassified
ASV5016	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV5020	Bacteria	Firmicutes	Paenibacillales	Paenibacillales	Paenibacillaceae	Paenibacillus	Unclassified
ASV5026	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter_ginsengiterrae
ASV5027	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	f_Xanthomonadaceae|g_Unclassified	Unclassified
ASV5028	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Ilumatobacteraceae	f_Ilumatobacteraceae|g_uncultured	uncultured_organism
ASV5030	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	f_Nitrosomonadaceae|g_Unclassified	Unclassified
ASV5043	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV5045	Bacteria	Planctomycetota	Phycisphaerales	Phycisphaerales	Phycisphaeraceae	SM1A02	unidentified_marine
ASV5046	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5050	Bacteria	Acidobacteriota	Elev-16S-1166	Elev-16S-1166	Elev-16S-1166	Elev-16S-1166	Unclassified
ASV5051	Bacteria	Myxococcota	Haliangiales	Haliangiales	Haliangiaceae	Haliangium	Unclassified
ASV5052	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Roseiflexaceae	f_Roseiflexaceae|g_uncultured	uncultured_Chloroflexi
ASV5055	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_avium
ASV5056	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
ASV5058	Bacteria	Acidobacteriota	Subgroup_17	Subgroup_17	Subgroup_17	Subgroup_17	Unclassified
ASV5061	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_beta
ASV5062	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV5063	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	f_Acidobacteriaceae_(Subgroup_1)|g_uncultured	uncultured_Acidobacteriales
ASV5067	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5070	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	Unclassified
ASV5072	Bacteria	Myxococcota	Nannocystales	Nannocystales	Nannocystaceae	Pseudenhygromyxa	Unclassified
ASV5074	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5075	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Sutterellaceae	f_Sutterellaceae|g_uncultured	Unclassified
ASV5076	Bacteria	Bacteroidota	Cytophagales	Cytophagales	Microscillaceae	Chryseolinea	Unclassified
ASV5078	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Moraxellaceae	Cavicella	Unclassified
ASV5079	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5087	Bacteria	Myxococcota	Haliangiales	Haliangiales	Haliangiaceae	Haliangium	myxobacterium_AT3-03
ASV5089	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV5090	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
ASV5096	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5101	Bacteria	Proteobacteria	c_Alphaproteobacteria|o_Unclassified	c_Alphaproteobacteria|o_Unclassified	c_Alphaproteobacteria|o_|f_Unclassified	c_Alphaproteobacteria|o_|f_|g_Unclassified	Unclassified
ASV5102	Bacteria	Proteobacteria	Caedibacterales	Caedibacterales	Caedibacteraceae	f_Caedibacteraceae|g_Unclassified	Unclassified
ASV5104	Bacteria	Proteobacteria	Caulobacterales	Caulobacterales	Hyphomonadaceae	SWB02	alpha_proteobacterium
ASV5105	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV5110	Bacteria	Bacteroidota	Cytophagales	Cytophagales	Cytophagaceae	Sporocytophaga	metagenome
ASV5111	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV5113	Bacteria	Chloroflexi	SBR1031	SBR1031	SBR1031	SBR1031	uncultured_Gemmatimonadetes
ASV5114	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
ASV5115	Bacteria	Firmicutes	Paenibacillales	Paenibacillales	Paenibacillaceae	Paenibacillus	Unclassified
ASV5116	Bacteria	Acidobacteriota	Pyrinomonadales	Pyrinomonadales	Pyrinomonadaceae	RB41	Unclassified
ASV5117	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_prokaryote
ASV5118	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Rhodanobacteraceae	f_Rhodanobacteraceae|g_Unclassified	Unclassified
ASV5119	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5121	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
ASV5122	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	TRA3-20	TRA3-20	Unclassified
ASV5123	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
ASV5124	Bacteria	Planctomycetota	Isosphaerales	Isosphaerales	Isosphaeraceae	f_Isosphaeraceae|g_Unclassified	Unclassified
ASV5135	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_organism
ASV5136	Bacteria	Acidobacteriota	Acidobacteriales	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	f_Acidobacteriaceae_(Subgroup_1)|g_Unclassified	Unclassified
ASV5142	Bacteria	Verrucomicrobiota	Pedosphaerales	Pedosphaerales	Pedosphaeraceae	Ellin517	Unclassified
ASV5144	Bacteria	Verrucomicrobiota	Opitutales	Opitutales	Opitutaceae	f_Opitutaceae|g_Unclassified	Unclassified
ASV5146	Bacteria	Actinobacteriota	p_Actinobacteriota|c_|o_Unclassified	p_Actinobacteriota|c_|o_Unclassified	p_Actinobacteriota|c_|o_|f_Unclassified	p_Actinobacteriota|c_|o_|f_|g_Unclassified	Unclassified
ASV5149	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	uncultured_Desulfuromonadales
ASV5157	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5161	Bacteria	Actinobacteriota	Catenulisporales	Catenulisporales	Actinospicaceae	Actinospica	Unclassified
ASV5163	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	env.OPS_17	env.OPS_17	Tuber_borchii
ASV5164	Bacteria	Bacteroidota	Cytophagales	Cytophagales	Microscillaceae	f_Microscillaceae|g_Unclassified	Unclassified
ASV5167	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	Unclassified
ASV5169	Bacteria	Myxococcota	Polyangiales	Polyangiales	o_Polyangiales|f_Unclassified	o_Polyangiales|f_|g_Unclassified	Unclassified
ASV5170	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_beta
ASV5172	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV5173	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	SC-I-84	SC-I-84	Unclassified
ASV5174	Bacteria	Acidobacteriota	Subgroup_17	Subgroup_17	Subgroup_17	Subgroup_17	Unclassified
ASV5176	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Unclassified
ASV5178	Bacteria	Acidobacteriota	Thermoanaerobaculales	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
ASV5179	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	uncultured_prokaryote
ASV5180	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV5187	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5188	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	f_Bacillaceae|g_Unclassified	Unclassified
ASV5191	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
ASV5197	Bacteria	Verrucomicrobiota	Verrucomicrobiales	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Haloferula_sp.
ASV5201	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5202	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
ASV5210	Bacteria	Firmicutes	c_Bacilli|o_Unclassified	c_Bacilli|o_Unclassified	c_Bacilli|o_|f_Unclassified	c_Bacilli|o_|f_|g_Unclassified	Unclassified
ASV5211	Bacteria	Verrucomicrobiota	Verrucomicrobiales	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Luteolibacter_arcticus
ASV5212	Bacteria	Actinobacteriota	Frankiales	Frankiales	Sporichthyaceae	Sporichthyaceae	metagenome
ASV5213	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	env.OPS_17	env.OPS_17	Unclassified
ASV5215	Bacteria	Chloroflexi	SBR1031	SBR1031	A4b	OLB13	uncultured_Chloroflexi
ASV5216	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5217	Bacteria	Bdellovibrionota	Bdellovibrionales	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unclassified
ASV5219	Bacteria	Myxococcota	Nannocystales	Nannocystales	Nannocystaceae	Nannocystis	Unclassified
ASV5220	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV5222	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Conexibacteraceae
ASV5224	Bacteria	Chloroflexi	Kallotenuales	Kallotenuales	Kallotenuaceae	Kallotenue	Kallotenue_papyrolyticum
ASV5225	Bacteria	Chloroflexi	Thermomicrobiales	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Unclassified
ASV5227	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_uncultured	uncultured_Catellatospora
ASV5228	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV5229	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	f_Micromonosporaceae|g_Unclassified	Unclassified
ASV5230	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV5231	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV5232	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV5233	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9	Chloroflexi_bacterium
ASV5234	Bacteria	Myxococcota	Polyangiales	Polyangiales	o_Polyangiales|f_Unclassified	o_Polyangiales|f_|g_Unclassified	Unclassified
ASV5235	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	Unclassified
ASV5236	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	uncultured_Acidobacterium
ASV5238	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22	Subgroup_22	Subgroup_22	uncultured_Holophaga
ASV5248	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_Micromonospora
ASV5249	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	mle1-7	Unclassified
ASV5251	Bacteria	Proteobacteria	c_Gammaproteobacteria|o_Unclassified	c_Gammaproteobacteria|o_Unclassified	c_Gammaproteobacteria|o_|f_Unclassified	c_Gammaproteobacteria|o_|f_|g_Unclassified	Unclassified
ASV5253	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	Ktedonobacteraceae	f_Ktedonobacteraceae|g_Unclassified	Unclassified
ASV5255	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	MND1	uncultured_Nitrosomonadaceae
ASV5258	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_beta
ASV5259	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5262	Bacteria	Bdellovibrionota	Bacteriovoracales	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii
ASV5266	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unclassified
ASV5271	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Acidobacteria_bacterium
ASV5273	Bacteria	Verrucomicrobiota	Opitutales	Opitutales	Opitutaceae	f_Opitutaceae|g_Unclassified	Unclassified
ASV5278	Bacteria	Bacteroidota	Cytophagales	Cytophagales	o_Cytophagales|f_Unclassified	o_Cytophagales|f_|g_Unclassified	Unclassified
ASV5280	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV5283	Bacteria	Myxococcota	Polyangiales	Polyangiales	Sandaracinaceae	f_Sandaracinaceae|g_uncultured	Oryza_longistaminata
ASV5285	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV5286	Bacteria	Proteobacteria	c_Gammaproteobacteria|o_Unclassified	c_Gammaproteobacteria|o_Unclassified	c_Gammaproteobacteria|o_|f_Unclassified	c_Gammaproteobacteria|o_|f_|g_Unclassified	Unclassified
ASV5290	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_beta
ASV5291	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	uncultured_Acidobacterium
ASV5293	Bacteria	Acidobacteriota	Subgroup_7	Subgroup_7	Subgroup_7	Subgroup_7	Unclassified
ASV5294	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	TRA3-20	TRA3-20	Unclassified
ASV5297	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
ASV5298	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	Unclassified
ASV5299	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	uncultured_Ferrimicrobium
ASV5300	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	mle1-7	Unclassified
ASV5301	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unclassified
ASV5305	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	Unclassified
ASV5306	Bacteria	Chloroflexi	Ktedonobacterales	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Unclassified
ASV5309	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5310	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Nitrosomonadaceae	Ellin6067	Unclassified
ASV5316	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22	Subgroup_22	Subgroup_22	uncultured_Holophaga
ASV5320	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_bacterium
ASV5321	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	SC-I-84	SC-I-84	Unclassified
ASV5323	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV5324	Bacteria	Actinobacteriota	Corynebacteriales	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unclassified
ASV5325	Bacteria	Verrucomicrobiota	Pedosphaerales	Pedosphaerales	Pedosphaeraceae	f_Pedosphaeraceae|g_uncultured	bacterium_enrichment
ASV5328	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	uncultured_bacterium
ASV5343	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Comamonadaceae	Curvibacter_sp.
ASV5344	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Unclassified
ASV5349	Bacteria	Chloroflexi	SBR1031	SBR1031	A4b	A4b	uncultured_Anaerolineaceae
ASV5351	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV5352	Bacteria	Bacteroidota	Cytophagales	Cytophagales	o_Cytophagales|f_uncultured	o_Cytophagales|f_|g_uncultured	uncultured_Cyclobacteriaceae
ASV5353	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV5355	Bacteria	Verrucomicrobiota	Pedosphaerales	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	uncultured_Pedosphaera
ASV5356	Bacteria	Myxococcota	Haliangiales	Haliangiales	Haliangiaceae	Haliangium	Unclassified
ASV5357	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	Unclassified
ASV5358	Bacteria	Myxococcota	c_Polyangia|o_Unclassified	c_Polyangia|o_Unclassified	c_Polyangia|o_|f_Unclassified	c_Polyangia|o_|f_|g_Unclassified	Unclassified
ASV5359	Bacteria	Myxococcota	Haliangiales	Haliangiales	Haliangiaceae	Haliangium	Unclassified
ASV5360	Bacteria	Myxococcota	Haliangiales	Haliangiales	Haliangiaceae	Haliangium	Betaproteobacteria_bacterium
ASV5361	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	bacterium_Ellin504
ASV5362	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV5365	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	SC-I-84	SC-I-84	Unclassified
ASV5371	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	Unclassified
ASV5372	Bacteria	Entotheonellaeota	Entotheonellales	Entotheonellales	Entotheonellaceae	Entotheonellaceae	Unclassified
ASV5376	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV5379	Bacteria	Acidobacteriota	Solibacterales	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
ASV5382	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	uncultured_Caldilineaceae
