ASVID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV3	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV4	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV5	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV6	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV7	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV8	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified
ASV9	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV10	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV11	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV12	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV13	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV14	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV15	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter_daechungensis
ASV16	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Methyloligellaceae	f_Methyloligellaceae|g_Unclassified	Unclassified
ASV17	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV18	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV19	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV20	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV21	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV22	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Unclassified
ASV23	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV24	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV25	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV26	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV27	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV28	Bacteria	Verrucomicrobiota	Verrucomicrobiales	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Luteolibacter_cuticulihirudinis
ASV29	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Pelomonas	Unclassified
ASV30	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV31	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV32	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV33	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV34	Bacteria	Proteobacteria	Azospirillales	Azospirillales	Azospirillaceae	Azospirillum	Unclassified
ASV35	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV36	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV37	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV38	Bacteria	Nitrospirota	Nitrospirales	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira_japonica
ASV39	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Methyloligellaceae	f_Methyloligellaceae|g_uncultured	Unclassified
ASV40	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV41	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV42	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Conexibacteraceae
ASV43	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV44	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV45	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	metagenome
ASV46	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV47	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV48	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Devosiaceae	f_Devosiaceae|g_Unclassified	Unclassified
ASV50	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV51	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV52	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV54	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV55	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV56	Bacteria	Firmicutes	Exiguobacterales	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	proteobacterium_symbiont
ASV57	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	f_Oxalobacteraceae|g_Unclassified	Unclassified
ASV58	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV59	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV60	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV61	Bacteria	Proteobacteria	Caulobacterales	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_biprosthecum
ASV62	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV63	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV64	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV65	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV66	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified
ASV67	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV68	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Methylophilaceae	Methylophilus	Methylophilus_luteus
ASV69	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Pseudoduganella_violaceinigra
ASV70	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV71	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_fluviatile
ASV72	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV73	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	uncultured_Green
ASV74	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	uncultured_proteobacterium
ASV75	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV76	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	Unclassified
ASV77	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV78	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV79	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Devosiaceae	Devosia	Unclassified
ASV80	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV81	Bacteria	Entotheonellaeota	Entotheonellales	Entotheonellales	Entotheonellaceae	Entotheonellaceae	uncultured_soil
ASV82	Bacteria	Proteobacteria	p_Proteobacteria|c_uncultured	p_Proteobacteria|c_|o_uncultured	p_Proteobacteria|c_|o_|f_uncultured	p_Proteobacteria|c_|o_|f_|g_uncultured	Unclassified
ASV83	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Mesorhizobium	Unclassified
ASV84	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified
ASV85	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Actinomycetales
ASV86	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_regensis
ASV87	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV88	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured_Xanthobacteraceae
ASV89	Bacteria	Proteobacteria	Caulobacterales	Caulobacterales	Caulobacteraceae	Caulobacter	Unclassified
ASV90	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Devosiaceae	Devosia	Unclassified
ASV91	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	f_Micrococcaceae|g_Unclassified	Unclassified
ASV92	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV93	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified
ASV94	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV95	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV96	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV97	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV98	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV99	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified
ASV100	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Actinomycetales
ASV101	Bacteria	Proteobacteria	Caulobacterales	Caulobacterales	Caulobacteraceae	Caulobacter	Unclassified
ASV102	Bacteria	Firmicutes	Bacillales	Bacillales	o_Bacillales|f_Unclassified	o_Bacillales|f_|g_Unclassified	Unclassified
ASV103	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unclassified
ASV104	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Gaiella
ASV105	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV106	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV107	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	Paenarthrobacter	Unclassified
ASV108	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Variovorax	Unclassified
ASV109	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Unclassified
ASV110	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV111	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV112	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	f_Bacillaceae|g_Unclassified	Unclassified
ASV113	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV114	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV115	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Actinomycetales
ASV116	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV117	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV118	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	f_Micrococcaceae|g_Unclassified	Unclassified
ASV119	Bacteria	Verrucomicrobiota	Verrucomicrobiales	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Luteolibacter_arcticus
ASV120	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV121	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified
ASV122	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Actinomycetales
ASV123	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	Mesorhizobium	Unclassified
ASV124	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV125	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV126	Bacteria	Bacteroidota	Chitinophagales	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter_daechungensis
ASV127	Bacteria	Proteobacteria	Caulobacterales	Caulobacterales	Caulobacteraceae	Caulobacter	Unclassified
ASV128	Bacteria	Actinobacteriota	Frankiales	Frankiales	Acidothermaceae	Acidothermus	uncultured_forest
ASV129	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified
ASV130	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV131	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
ASV132	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV133	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Rubrobacter_spartanus
ASV134	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	metagenome
ASV135	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV136	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV137	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV138	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV139	Bacteria	Actinobacteriota	Frankiales	Frankiales	o_Frankiales|f_uncultured	o_Frankiales|f_|g_uncultured	uncultured_Pseudonocardiaceae
ASV140	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV141	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV142	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_Unclassified	o_Gaiellales|f_|g_Unclassified	Unclassified
ASV143	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	Gaiellaceae	Gaiella	uncultured_Conexibacteraceae
ASV145	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV146	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	f_Hyphomicrobiaceae|g_Unclassified	Unclassified
ASV147	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV148	Bacteria	Bacteroidota	Sphingobacteriales	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unclassified
ASV149	Bacteria	Proteobacteria	Dongiales	Dongiales	Dongiaceae	Dongia	Unclassified
ASV150	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_Unclassified	Unclassified
ASV151	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV152	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiaceae	f_Rhizobiaceae|g_Unclassified	Unclassified
ASV153	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV154	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV155	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unclassified
ASV157	Bacteria	Acidobacteriota	Holophagales	Holophagales	Holophagaceae	Holophaga	uncultured_Acidobacterium
ASV158	Bacteria	Verrucomicrobiota	Chthoniobacterales	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	Unclassified
ASV159	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unclassified
ASV160	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	WX65	WX65	metagenome
ASV161	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV162	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	f_Streptomycetaceae|g_Unclassified	Unclassified
ASV163	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
ASV164	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_Actinomycetales
ASV165	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV166	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV167	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified
ASV168	Bacteria	Gemmatimonadota	Gemmatimonadales	Gemmatimonadales	Gemmatimonadaceae	f_Gemmatimonadaceae|g_uncultured	Unclassified
ASV169	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_uncultured	bacterium
ASV170	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV171	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV172	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	o_Burkholderiales|f_Unclassified	o_Burkholderiales|f_|g_Unclassified	Unclassified
ASV173	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Crocinitomicaceae	Fluviicola	Unclassified
ASV174	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Beijerinckiaceae	Roseiarcus	uncultured_forest
ASV175	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	Unclassified
ASV176	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV177	Bacteria	Methylomirabilota	Rokubacteriales	Rokubacteriales	Rokubacteriales	Rokubacteriales	uncultured_Firmicutes
ASV178	Bacteria	Firmicutes	Bacillales	Bacillales	Planococcaceae	Lysinibacillus	Unclassified
ASV179	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unclassified
ASV180	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified
ASV181	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV182	Bacteria	Proteobacteria	CCD24	CCD24	CCD24	CCD24	uncultured_Pseudoxanthomonas
ASV183	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Conexibacteraceae
ASV184	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV185	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	Unclassified
ASV186	Bacteria	Actinobacteriota	Streptomycetales	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_regensis
ASV187	Bacteria	Acidobacteriota	Solibacterales	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
ASV188	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Micrococcaceae	f_Micrococcaceae|g_Unclassified	Unclassified
ASV189	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	f_Comamonadaceae|g_Unclassified	Unclassified
ASV191	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Unclassified
ASV192	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Pelomonas	uncultured_Comamonadaceae
ASV193	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV194	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	uncultured_Solirubrobacter
ASV195	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV196	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV197	Bacteria	Actinobacteriota	Gaiellales	Gaiellales	o_Gaiellales|f_uncultured	o_Gaiellales|f_|g_uncultured	uncultured_Firmicutes
ASV198	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Hyphomicrobiaceae	f_Hyphomicrobiaceae|g_Unclassified	Unclassified
ASV199	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	Unclassified
ASV200	Bacteria	Chloroflexi	Chloroflexales	Chloroflexales	Roseiflexaceae	f_Roseiflexaceae|g_uncultured	uncultured_Chloroflexaceae
ASV201	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV202	Bacteria	Actinobacteriota	Microtrichales	Microtrichales	Ilumatobacteraceae	f_Ilumatobacteraceae|g_uncultured	uncultured_Acidimicrobiaceae
ASV203	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV204	Bacteria	Actinobacteriota	Propionibacteriales	Propionibacteriales	Nocardioidaceae	Kribbella	Unclassified
ASV206	Bacteria	Firmicutes	Bacillales	Bacillales	Bacillaceae	Bacillus	Unclassified
ASV207	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Comamonadaceae	Aquabacterium	Aquabacterium_commune
ASV208	Bacteria	Acidobacteriota	Solibacterales	Solibacterales	Solibacteraceae	Candidatus_Solibacter	Unclassified
ASV209	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	uncultured_Xanthomonadaceae
ASV210	Bacteria	Proteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unclassified
ASV211	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
ASV213	Bacteria	Bacteroidota	Flavobacteriales	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV214	Bacteria	Actinobacteriota	Solirubrobacterales	Solirubrobacterales	67-14	67-14	Unclassified
ASV215	Bacteria	Actinobacteriota	Rubrobacterales	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_organism
ASV216	Bacteria	Acidobacteriota	Vicinamibacterales	Vicinamibacterales	o_Vicinamibacterales|f_uncultured	o_Vicinamibacterales|f_|g_uncultured	unidentified
ASV217	Bacteria	Actinobacteriota	Micrococcales	Micrococcales	Microbacteriaceae	Agromyces	Unclassified
ASV218	Bacteria	Actinobacteriota	Micromonosporales	Micromonosporales	Micromonosporaceae	Actinoplanes	Unclassified
ASV219	Bacteria	Proteobacteria	Rhizobiales	Rhizobiales	Xanthobacteraceae	f_Xanthobacteraceae|g_uncultured	Unclassified
ASV220	Bacteria	Actinobacteriota	IMCC26256	IMCC26256	IMCC26256	IMCC26256	Unclassified
ASV221	Bacteria	Proteobacteria	Burkholderiales	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Unclassified
