Plants, soil_type,group,treat,subgroup,genotype,weight
1322,DH,WT,S,WT_S,rsl2rsl4,283
1323,DH,WT,S,WT_S,rsl2rsl4,250.8
1324,DH,WT,S,WT_S,rsl2rsl4,265.6
1325,DH,WT,S,WT_S,cpc,292.6
1326,DH,WT,S,WT_S,cpc,282.4
1327,DH,WT,S,WT_S,cpc,328.7
1328,DH,WT,S,WT_S,cpc,323.5
1329,DH,WT,S,WT_S,cpc,336.8
1330,DH,WT,S,WT_S,cpc,279.3
1331,DH,WT,S,WT_S,cpc,344
1332,DH,WT,S,WT_S,cpc,338.2
1333,DH,WT,S,WT_S,cpc,320.4
1334,DH,WT,S,WT_S,cpc,298
1335,DH,WT,S,WT_S,cpc,319.5
1336,DH,WT,S,WT_S,cpc,298.6
1337,DH,WT,S,WT_S,rhd7,256.3
1338,DH,WT,S,WT_S,rhd7,193.3
1339,DH,WT,S,WT_S,rhd7,243.3
1340,DH,WT,S,WT_S,rhd7,282
1341,DH,WT,S,WT_S,rhd7,184.4
1342,DH,WT,S,WT_S,rhd7,237.2
1343,DH,WT,S,WT_S,rhd7,172
1344,DH,WT,S,WT_S,rhd7,283.2
1345,DH,WT,S,WT_S,rhd7,230
1346,DH,WT,S,WT_S,rhd7,245.5
1347,DH,WT,S,WT_S,rhd7,209.2
1348,DH,WT,S,WT_S,rhd7,228.4
1349,DH,WT,S,WT_S,wer,228
1350,DH,WT,S,WT_S,wer,222.4
1351,DH,WT,S,WT_S,wer,233.4
1352,DH,WT,S,WT_S,wer,233.2
1353,DH,WT,S,WT_S,wer,228.2
1354,DH,WT,S,WT_S,wer,244.1
1355,DH,WT,S,WT_S,wer,174.2
1356,DH,WT,S,WT_S,wer,219.3
1357,DH,WT,S,WT_S,wer,261.3
1358,DH,WT,S,WT_S,wer,199
1359,DH,WT,S,WT_S,wer,220.8
1360,DH,WT,S,WT_S,wer,234.3
1361,DH,WT,S_soil,WT_S_soil,Col_0,310
1362,DH,WT,S_soil,WT_S_soil,Col_0,356.1
1363,DH,WT,S_soil,WT_S_soil,Col_0,45.7
1364,DH,WT,S_soil,WT_S_soil,Col_0,283.9
1365,DH,WT,S_soil,WT_S_soil,Col_0,334.1
1366,DH,WT,S_soil,WT_S_soil,Col_0,382.1
1367,DH,WT,S_soil,WT_S_soil,Col_0,333.9
1368,DH,WT,S_soil,WT_S_soil,Col_0,304.3
1369,DH,WT,S_soil,WT_S_soil,Col_0,382
1370,DH,WT,S_soil,WT_S_soil,Col_0,312.6
1371,DH,WT,S_soil,WT_S_soil,Col_0,366.6
1372,DH,WT,S_soil,WT_S_soil,Col_0,292.6
1373,DH,WT,S_soil,WT_S_soil,rhd7,265.2
1374,DH,WT,S_soil,WT_S_soil,rhd7,234.8
1375,DH,WT,S_soil,WT_S_soil,rhd7,212.1
1376,DH,WT,S_soil,WT_S_soil,rhd7,218.1
1377,DH,WT,S_soil,WT_S_soil,rhd7,268.2
1378,DH,WT,S_soil,WT_S_soil,rhd7,165.4
1379,DH,WT,S_soil,WT_S_soil,rhd7,148.1
1380,DH,WT,S_soil,WT_S_soil,rhd7,218.9
1381,DH,WT,S_soil,WT_S_soil,rhd7,149.3
1382,DH,WT,S_soil,WT_S_soil,rhd7,183
1383,DH,WT,S_soil,WT_S_soil,rhd7,238.2
1384,DH,WT,S_soil,WT_S_soil,rhd7,236.2
1385,DH,WT,S_soil,WT_S_soil,wer,203.3
1386,DH,WT,S_soil,WT_S_soil,wer,202.3
1387,DH,WT,S_soil,WT_S_soil,wer,241.9
1388,DH,WT,S_soil,WT_S_soil,wer,236.6
1389,DH,WT,S_soil,WT_S_soil,wer,201.9
1390,DH,WT,S_soil,WT_S_soil,wer,220.7
1391,DH,WT,S_soil,WT_S_soil,wer,238.2
1392,DH,WT,S_soil,WT_S_soil,wer,236.6
1393,DH,WT,S_soil,WT_S_soil,wer,178.2
1394,DH,WT,S_soil,WT_S_soil,wer,236.4
1395,DH,WT,S_soil,WT_S_soil,wer,242.4
1396,DH,WT,S_soil,WT_S_soil,wer,249.1
1397,DH,WT,S_soil,WT_S_soil,cpc,258.2
1398,DH,WT,S_soil,WT_S_soil,cpc,261.1
1399,DH,WT,S_soil,WT_S_soil,cpc,266.1
1400,DH,WT,S_soil,WT_S_soil,cpc,217.2
1401,DH,WT,S_soil,WT_S_soil,cpc,232.2
1402,DH,WT,S_soil,WT_S_soil,cpc,228.3
1403,DH,WT,S_soil,WT_S_soil,cpc,271.6
1404,DH,WT,S_soil,WT_S_soil,cpc,357.9
1405,DH,WT,S_soil,WT_S_soil,cpc,329.7
1406,DH,WT,S_soil,WT_S_soil,cpc,168.4
1407,DH,WT,S_soil,WT_S_soil,cpc,211.4
1408,DH,WT,S_soil,WT_S_soil,cpc,275.4
1409,DH,WT,S_soil,WT_S_soil,rsl2rsl4,225
1410,DH,WT,S_soil,WT_S_soil,rsl2rsl4,354.1
1411,DH,WT,S_soil,WT_S_soil,rsl2rsl4,275.7
1412,DH,WT,S_soil,WT_S_soil,rsl2rsl4,256.6
1413,DH,WT,S_soil,WT_S_soil,rsl2rsl4,228.2
1414,DH,WT,S_soil,WT_S_soil,rsl2rsl4,241.2
1415,DH,WT,S_soil,WT_S_soil,rsl2rsl4,243.8
1416,DH,WT,S_soil,WT_S_soil,rsl2rsl4,167.2
1417,DH,WT,S_soil,WT_S_soil,rsl2rsl4,298.5
1418,DH,WT,S_soil,WT_S_soil,rsl2rsl4,216.7
1419,DH,WT,S_soil,WT_S_soil,rsl2rsl4,326.6
1420,DH,WT,S_soil,WT_S_soil,rsl2rsl4,278.2
1421,DH,WT,S_soil,WT_S_soil,gl2,317
1422,DH,WT,S_soil,WT_S_soil,gl2,256.1
1423,DH,WT,S_soil,WT_S_soil,gl2,412.3
1424,DH,WT,S_soil,WT_S_soil,gl2,301
1425,DH,WT,S_soil,WT_S_soil,gl2,304.9
1426,DH,WT,S_soil,WT_S_soil,gl2,270.8
1427,DH,WT,S_soil,WT_S_soil,gl2,296.5
1428,DH,WT,S_soil,WT_S_soil,gl2,361.2
1429,DH,WT,S_soil,WT_S_soil,gl2,309.1
1430,DH,WT,S_soil,WT_S_soil,gl2,272.5
1431,DH,WT,S_soil,WT_S_soil,gl2,246
1432,DH,WT,S_soil,WT_S_soil,gl2,272.2
1433,DH,WT,NS,WT_NS,cpc,168.7
1434,DH,WT,NS,WT_NS,cpc,196.2
1435,DH,WT,NS,WT_NS,cpc,170
1436,DH,WT,NS,WT_NS,cpc,215.1
1437,DH,WT,NS,WT_NS,cpc,150.4
1438,DH,WT,NS,WT_NS,cpc,147.9
1439,DH,WT,NS,WT_NS,cpc,289.2
1440,DH,WT,NS,WT_NS,cpc,112.3
1441,DH,WT,NS,WT_NS,cpc,123.1
1442,DH,WT,NS,WT_NS,cpc,262.7
1443,DH,WT,NS,WT_NS,cpc,249.1
1444,DH,WT,NS,WT_NS,cpc,213.3
1445,DH,WT,NS,WT_NS,wer,212.5
1446,DH,WT,NS,WT_NS,wer,230
1447,DH,WT,NS,WT_NS,wer,227.9
1448,DH,WT,NS,WT_NS,wer,209.4
1449,DH,WT,NS,WT_NS,wer,180.7
1450,DH,WT,NS,WT_NS,wer,190.7
1451,DH,WT,NS,WT_NS,wer,293.3
1452,DH,WT,NS,WT_NS,wer,141
1453,DH,WT,NS,WT_NS,wer,251.1
1454,DH,WT,NS,WT_NS,wer,178.4
1455,DH,WT,NS,WT_NS,wer,240.4
1456,DH,WT,NS,WT_NS,wer,201.2
1457,DH,WT,NS,WT_NS,Col_0,323.3
1458,DH,WT,NS,WT_NS,Col_0,234
1459,DH,WT,NS,WT_NS,Col_0,191.9
1460,DH,WT,NS,WT_NS,Col_0,281.9
1461,DH,WT,NS,WT_NS,Col_0,185
1462,DH,WT,NS,WT_NS,Col_0,283.3
1463,DH,WT,NS,WT_NS,Col_0,286.6
1464,DH,WT,NS,WT_NS,Col_0,238.2
1465,DH,WT,NS,WT_NS,Col_0,301.2
1466,DH,WT,NS,WT_NS,Col_0,265.7
1467,DH,WT,NS,WT_NS,Col_0,290.7
1468,DH,WT,NS,WT_NS,Col_0,221.3
1469,DH,WT,NS,WT_NS,gl2,261.4
1470,DH,WT,NS,WT_NS,gl2,231.3
1471,DH,WT,NS,WT_NS,gl2,164.1
1472,DH,WT,NS,WT_NS,gl2,216.6
1473,DH,WT,NS,WT_NS,gl2,140.3
1474,DH,WT,NS,WT_NS,gl2,220
1475,DH,WT,NS,WT_NS,gl2,232.6
1476,DH,WT,NS,WT_NS,gl2,214.6
1477,DH,WT,NS,WT_NS,gl2,228.3
1478,DH,WT,NS,WT_NS,gl2,216.5
1479,DH,WT,NS,WT_NS,gl2,150.3
1480,DH,WT,NS,WT_NS,gl2,187.1
1481,DH,WT,NS,WT_NS,rhd7,128.1
1482,DH,WT,NS,WT_NS,rhd7,105.6
1483,DH,WT,NS,WT_NS,rhd7,198.3
1484,DH,WT,NS,WT_NS,rhd7,179.3
1485,DH,WT,NS,WT_NS,rhd7,110
1486,DH,WT,NS,WT_NS,rhd7,168.8
1487,DH,WT,NS,WT_NS,rhd7,115.9
1488,DH,WT,NS,WT_NS,rhd7,132.4
1489,DH,WT,NS,WT_NS,rhd7,180.8
1490,DH,WT,NS,WT_NS,rhd7,141.8
1491,DH,WT,NS,WT_NS,rhd7,80.2
1492,DH,WT,NS,WT_NS,rhd7,112.3
1493,DH,WT,NS,WT_NS,rsl2rsl4,146.4
1494,DH,WT,NS,WT_NS,rsl2rsl4,179.1
1495,DH,WT,NS,WT_NS,rsl2rsl4,170.3
1496,DH,WT,NS,WT_NS,rsl2rsl4,170.8
1497,DH,WT,NS,WT_NS,rsl2rsl4,156.2
1498,DH,WT,NS,WT_NS,rsl2rsl4,156.8
1499,DH,WT,NS,WT_NS,rsl2rsl4,186
1500,DH,WT,NS,WT_NS,rsl2rsl4,175.3
1501,DH,WT,NS,WT_NS,rsl2rsl4,218.1
1502,DH,WT,NS,WT_NS,rsl2rsl4,159.1
1503,DH,WT,NS,WT_NS,rsl2rsl4,183
1504,DH,WT,NS,WT_NS,rsl2rsl4,248.8
